"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"333",2010,95328937,1e+08,"Action","Adventure","Sci-Fi",NA,NA,NA
"334",2000,50802661,9.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"335",2012,161317423,9.5e+07,"Adventure","Animation","Comedy","Family","Romance",NA
"336",2015,201148159,9.5e+07,"Adventure","Animation","Comedy","Family",NA,NA
"337",2009,43982842,6.5e+07,"Drama","Family","Fantasy","Romance",NA,NA
"338",2003,380838870,9.4e+07,"Drama","Fantasy","Thriller",NA,NA,NA
"339",2003,377019252,9.4e+07,"Adventure","Animation","Comedy","Family",NA,NA
"340",2002,340478898,9.4e+07,"Action","Adventure","Drama","Fantasy",NA,NA
"341",2014,17176900,9.5e+07,"Action","Adventure","Drama","Fantasy",NA,NA
"342",2001,131144183,1.15e+08,"Action","Adventure","Fantasy",NA,NA,NA
"343",2014,23014504,1e+08,"Action","Adventure","Fantasy","Thriller",NA,NA
"344",2001,181166115,9.3e+07,"Drama","Mystery","Romance","Sci-Fi","Thriller",NA
"345",2011,176740650,9.3e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"346",2008,71148699,9e+07,"Action","Drama","Sci-Fi","Thriller",NA,NA
"347",2013,67344392,9.2e+07,"Adventure","Family","Fantasy",NA,NA,NA
"348",2004,22406362,1.07e+08,"Action","Thriller",NA,NA,NA,NA
"349",2004,261437578,9.2e+07,"Drama","History","War","Western",NA,NA
"350",1995,1.1e+07,9.8e+07,"Action","Adventure","Animation","Family",NA,NA
"351",2010,88761720,9.5e+07,"Action","Adventure","Comedy",NA,NA,NA
"352",1997,250147615,9e+07,"Adventure","Family","Fantasy",NA,NA,NA
"353",1999,245823397,9e+07,"Adventure","Comedy","Family","Mystery","Sci-Fi",NA
"354",2010,81557479,1e+08,"Adventure","Animation","Comedy","Family","Fantasy",NA
"355",2001,226138454,9e+07,"Action","Thriller",NA,NA,NA,NA
"356",2000,155370362,1e+08,"Action","Comedy","Crime","Thriller",NA,NA
"357",2009,124870275,1e+08,"Drama","Fantasy","Horror","Mystery","Thriller",NA
"358",2009,196573705,9e+07,"Animation","Comedy","Family","Sci-Fi",NA,NA
"359",2013,58229120,9e+07,"Action","Adventure","Animation","Comedy","Family",NA
"360",2000,125305545,9.2e+07,"Adventure","Comedy","Drama","Fantasy","Romance",NA
"361",2006,132373442,9e+07,"Action","Adventure","Comedy","Crime","Thriller",NA
"362",1998,120618403,9e+07,"Crime","Drama","Thriller",NA,NA,NA
"363",2008,110416702,9.2e+07,"Adventure","Animation","Family","Fantasy","Musical","War"
"364",2011,102515793,9e+07,"Action","Comedy",NA,NA,NA,NA
"365",1995,100012500,9e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"366",2009,209019489,9e+07,"Action","Adventure","Thriller",NA,NA,NA
"367",2016,NA,NA,"Action","Adventure","Crime","Mystery","Thriller",NA
"368",2001,84037039,1.2e+08,"Adventure","Drama","History",NA,NA,NA
"369",2015,85884815,9e+07,"Action","Adventure","Animation","Family","Fantasy","Sci-Fi"
"370",2008,83077470,7.5e+07,"Adventure","Animation","Comedy","Family","Fantasy","Music"
"371",2008,100018837,9e+07,"Drama","History","Thriller","War",NA,NA
"372",2015,78747585,8.8e+07,"Action","Comedy",NA,NA,NA,NA
"373",2001,78616689,1e+08,"Action","Animation","Comedy","Sci-Fi",NA,NA
"374",2003,75817994,9e+07,"Adventure","Drama","Sci-Fi",NA,NA,NA
"375",1997,100853835,9e+07,"Comedy","Family","Fantasy","Horror","Mystery",NA
"376",2000,73209340,9.5e+07,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"377",2005,72515360,8e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"378",2013,68558662,9e+07,"Crime","Mystery","Thriller",NA,NA,NA
"379",2003,65653758,9.5e+07,"Adventure","Family","Fantasy",NA,NA,NA
"380",2016,64685359,9e+07,"Action","Adventure","Fantasy",NA,NA,NA
"381",1997,61355436,6.8e+07,"Action","Adventure","Comedy","Crime","Mystery","Thriller"
"382",2001,26871,9.2e+07,"Action","Adventure","Romance","Sci-Fi","Thriller",NA
"383",2000,60874615,9e+07,"Action","Crime","Thriller",NA,NA,NA
"384",2011,143618384,9e+07,"Adventure","Sci-Fi","Thriller",NA,NA,NA
"385",1999,58220776,1e+08,"Adventure","Animation","Comedy","Family","Musical",NA
"386",1997,47474112,9e+07,"Comedy","Drama","Sci-Fi",NA,NA,NA
"387",1997,42877165,8.6e+07,"Action","Drama","Sci-Fi","Thriller",NA,NA
"388",2002,35168677,1e+08,"Action","Crime","Drama","Thriller",NA,NA
"389",2015,56114221,1.2e+08,"Drama","History","Thriller","War",NA,NA
"390",1982,37567440,2e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"391",2005,61644321,8.8e+07,"Adventure","Fantasy",NA,NA,NA,NA
"392",2010,190562,9e+07,"Biography","Drama","Sport",NA,NA,NA
"393",2003,120147445,8.7e+07,"Action","Family","Fantasy","Musical",NA,NA
"394",1996,241688385,9.2e+07,"Drama","History","Sport",NA,NA,NA
"395",2001,144512310,3.8e+07,"Action","Adventure","Drama","Thriller",NA,NA
"396",2000,233630478,9e+07,"Action","Crime","Thriller",NA,NA,NA
"397",2006,197992827,1e+08,"Adventure","Drama","Romance",NA,NA,NA
"398",2004,176049130,7.5e+07,"Animation","Comedy","Family","Music","Romance",NA
"399",1997,172620724,8.5e+07,"Action","Mystery","Thriller",NA,NA,NA
"400",2001,183405771,8.5e+07,"Action","Adventure","Drama","Thriller",NA,NA
"401",2011,20315324,7.5e+07,"Crime","Thriller",NA,NA,NA,NA
"402",2012,148313048,8.5e+07,"Action","Adventure","Romance",NA,NA,NA
"403",2007,127706877,8.5e+07,"Animation","Comedy","Family","Fantasy",NA,NA
"404",NA,NA,NA,"Animation","Comedy","Family","Fantasy","Musical","Romance"
"405",2012,126149655,8.5e+07,"Crime","Drama","Horror","Mystery","Thriller",NA
"406",2000,66941559,8.5e+07,"Action","Crime","Mystery","Thriller",NA,NA
"407",2011,78009155,7.5e+07,"Adventure","Comedy","Family",NA,NA,NA
"408",2006,63224849,8.5e+07,"Action","Comedy","Crime",NA,NA,NA
"409",1998,111544445,9e+07,"Comedy","Romance",NA,NA,NA,NA
"410",2009,112703470,8.5e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"411",2007,117144465,8.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"412",2006,84303558,8.5e+07,"Crime","Thriller",NA,NA,NA,NA
"413",2014,150832203,8.5e+07,"Adventure","Animation","Comedy","Family",NA,NA
"414",2001,51396781,6.8e+07,"Adventure","Mystery","Sci-Fi",NA,NA,NA
"415",2003,47592825,8.5e+07,"Drama","History","War",NA,NA,NA
"416",1993,50016394,7e+07,"Action","Adventure","Comedy","Thriller",NA,NA
"417",2005,57010853,8.5e+07,"Action","Adventure","Comedy","Fantasy",NA,NA
"418",2006,62494975,8.5e+07,"Drama","Romance",NA,NA,NA,NA
"419",2011,46440491,1e+08,"Action","Crime","Thriller",NA,NA,NA
"420",1998,44606335,9e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"421",2002,40048332,8.5e+07,"Drama","Fantasy","Romance",NA,NA,NA
"422",1979,NA,NA,"Action","Drama","Thriller",NA,NA,NA
"423",2012,64933670,8.5e+07,"Comedy","Drama","Music","Musical",NA,NA
"424",2010,31494270,6e+07,"Adventure","Comedy","Drama","Family","Fantasy",NA
"425",2003,31111260,6e+07,"Action","Comedy","Fantasy","Romance",NA,NA
"426",2000,123307945,6.5e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"427",2002,153288182,8.4e+07,"Comedy","Romance","Sci-Fi",NA,NA,NA
"428",2012,13401683,3.5e+07,"Adventure","Comedy","Mystery",NA,NA,NA
"429",2006,137340146,7e+07,"Action","Sci-Fi",NA,NA,NA,NA
"430",1982,NA,8e+06,"Comedy","Drama","Fantasy","Romance",NA,NA
"431",2010,43575716,8.5e+07,"Comedy","Fantasy","Horror",NA,NA,NA
"432",2008,80170146,8.5e+07,"Action","Comedy","Family","Fantasy",NA,NA
"433",2008,75754670,8.5e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"434",2007,33048353,6.5e+07,"Action","Adventure","Fantasy","Horror","Sci-Fi",NA
"435",2000,34543701,8.2e+07,"Crime","Drama","History","Mystery","Thriller",NA
"436",2003,242589580,8.1e+07,"Action","Mystery","Sci-Fi","Thriller",NA,NA
"437",2010,102981571,8e+07,"Comedy","Drama",NA,NA,NA,NA
"438",1996,180965237,8e+07,"Action","Adventure","Thriller",NA,NA,NA
"439",2012,407999255,7.8e+07,"Action","Adventure","Thriller",NA,NA,NA
"440",2011,254455986,8e+07,"Adventure","Drama","Sci-Fi","Thriller",NA,NA
"441",1992,162831698,8e+07,"Comedy",NA,NA,NA,NA,NA
"442",2006,155019340,8e+07,"Action",NA,NA,NA,NA,NA
"443",2002,145771527,8e+07,"Adventure","Animation","Comedy","Family",NA,NA
"444",2006,82506325,NA,"Adventure","Animation","Comedy","Drama","Family","Fantasy"
"445",1998,140459099,7.5e+07,"Comedy","Family","Fantasy",NA,NA,NA
"446",2013,53215979,8.4e+07,"Action","Drama","Romance","Sci-Fi","Thriller",NA
"447",2005,158115031,8.2e+07,"Action","Comedy","Crime","Thriller",NA,NA
"448",2011,133103929,7.5e+07,"Comedy","Crime","Sport",NA,NA,NA
"449",2013,133668525,8e+07,"Adventure","Animation","Comedy","Family","Fantasy","Music"
"450",2008,130313314,8e+07,"Comedy",NA,NA,NA,NA,NA
"451",2003,124590960,8e+07,"Action","Adventure","Comedy",NA,NA,NA
"452",2010,127968405,8e+07,"Comedy","Drama","Romance",NA,NA,NA
"453",2008,120136047,8e+07,"Mystery","Thriller",NA,NA,NA,NA
"454",2005,128200012,7.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"455",1997,112225777,8e+07,"Adventure","Animation","Comedy","Family","Sci-Fi",NA
"456",2008,109993847,8e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"457",2002,104054514,8e+07,"Comedy","Family","Fantasy","Romance",NA,NA
"458",2011,103028109,8e+07,"Crime","Drama","Thriller",NA,NA,NA
"459",NA,NA,NA,"Comedy","Romance",NA,NA,NA,NA
"460",1997,101087161,7.5e+07,"Action","Adventure","Crime","Drama","Sci-Fi","Thriller"
"461",2008,101111837,8e+07,"Action","Crime","Thriller",NA,NA,NA
"462",2003,95632614,7.9e+07,"Action","Mystery","Thriller",NA,NA,NA
"463",2010,94822707,8e+07,"Adventure","Drama","History","Romance","War",NA
"464",1997,92969824,8e+07,"Action","Adventure","Drama","Thriller",NA,NA
"465",1999,91188905,8e+07,"Comedy","Family","Sci-Fi",NA,NA,NA
"466",1996,90443603,8e+07,"Fantasy","Horror","Mystery","Thriller",NA,NA
"467",2006,82226474,6.5e+07,"Adventure","Animation","Comedy","Family","Fantasy","Sci-Fi"
"468",2008,79363785,8e+07,"Adventure","Comedy","Crime","Family","Mystery",NA
"469",1997,76081498,7.5e+07,"Drama","Sci-Fi","Thriller",NA,NA,NA
"470",2014,85707116,6.8e+07,"Action","Crime","Mystery","Romance","Thriller",NA
"471",1998,74329966,7e+07,"Action","Drama","War",NA,NA,NA
"472",2010,100169068,8e+07,"Action","Adventure","Comedy","Romance",NA,NA
"473",2002,73215310,8e+07,"Adventure","Animation","Comedy","Family",NA,NA
"474",2011,80360866,8e+07,"Adventure","Animation","Family","Western",NA,NA
"475",1998,69102910,8e+07,"Comedy","Family","Romance",NA,NA,NA
"476",2004,65948711,8e+07,"Action","Adventure","Family","Sci-Fi","Thriller",NA
"477",1997,821997,NA,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"478",2015,169692572,8e+07,"Drama","Romance",NA,NA,NA,NA
"479",NA,NA,NA,"Animation","Comedy","Family","Fantasy",NA,NA
"480",1999,60507228,8e+07,"Comedy","Family","Fantasy",NA,NA,NA
"481",2002,56684819,8e+07,"Animation","Family","Fantasy","Music",NA,NA
"482",1998,50628009,9e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"483",2001,69772969,8e+07,"Action","Adventure","Family","Fantasy","Thriller",NA
"484",2005,45356386,7.5e+07,"Action","Crime","Thriller",NA,NA,NA
"485",1998,55350897,8.5e+07,"Action","Adventure","Western",NA,NA,NA
"486",2000,39442871,8e+07,"Drama","Fantasy","Romance",NA,NA,NA
"487",2005,37899638,8.8e+07,"Comedy","Fantasy",NA,NA,NA,NA
"488",1996,37754208,7e+07,"Action","Adventure","Comedy","Fantasy","Thriller",NA
"489",2015,NA,NA,"Action","Comedy","Sci-Fi",NA,NA,NA
"490",1997,27779888,NA,"Drama","Horror","Mystery","Sci-Fi",NA,NA
"491",2009,38542418,8e+07,"Action","Adventure","Drama","Thriller",NA,NA
"492",2000,34566746,8e+07,"Action","Sci-Fi","Thriller",NA,NA,NA
"493",1996,32885565,8e+07,"Drama","History","Thriller",NA,NA,NA
"494",2013,36073232,8e+07,"Action","Adventure","Drama","Thriller",NA,NA
"495",2000,21471685,4.4e+07,"Adventure","Animation","Family",NA,NA,NA
"496",2003,20950820,8e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"497",2009,19673424,8e+07,"Adventure","Animation","Comedy","Family","Fantasy","Sci-Fi"
"498",2003,19480739,8e+07,"Drama","Musical","Romance",NA,NA,NA
"499",1997,17593391,8e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"500",1998,18318000,8e+07,"Action","Adventure","Drama","Sci-Fi",NA,NA
"501",2015,27356090,9e+07,"Adventure","Comedy","Drama","Family","Fantasy",NA
"502",2000,17473245,7e+07,"Action","Adventure","Fantasy",NA,NA,NA
"503",2006,15131330,8.6e+07,"Action","Sci-Fi","Thriller",NA,NA,NA
"504",2009,19406406,4e+07,"Adventure","Animation","Family","Fantasy",NA,NA
"505",2005,1891821,5.2e+07,"Documentary","Drama",NA,NA,NA,NA
"506",2014,23219748,8e+07,"Action","Adventure","Horror","Sci-Fi","Thriller",NA
"507",2015,NA,8e+06,"Action","Adventure","Drama","History","Romance",NA
"508",2001,170708996,5.8e+07,"Animation","Family",NA,NA,NA,NA
"509",1994,422783777,4.5e+07,"Biography","Drama",NA,NA,NA,NA
"510",2012,103812241,7.9e+07,"Adventure","Animation","Drama","Family","Musical",NA
"511",2013,119793567,7.8e+07,"Action","Adventure","Comedy","Family","Fantasy","Sci-Fi"
"512",2002,92930005,7.8e+07,"Animation","Comedy","Family","Fantasy","Sci-Fi",NA
"513",2004,67286731,1e+08,"Crime","Drama","Thriller",NA,NA,NA
"514",2011,74158157,7.9e+07,"Action","Adventure","Western",NA,NA,NA
"515",2003,127083765,7.6e+07,"Comedy",NA,NA,NA,NA,NA
"516",2015,1339152,81200000,"Action","Crime","Thriller",NA,NA,NA
"517",2007,15071514,8e+07,"Adventure","Animation","Drama","Family","Fantasy",NA
"518",2000,26000610,7.6e+07,"Sci-Fi","Thriller",NA,NA,NA,NA
"519",2016,323505540,7.5e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"520",2003,66462600,7.8e+07,"Animation","Comedy","Family",NA,NA,NA
"521",2013,368049635,7.6e+07,"Action","Adventure","Fantasy","Sci-Fi",NA,NA
"522",1996,306124059,7.5e+07,"Animation","Comedy","Family","Sci-Fi",NA,NA
"523",1997,229074524,7.3e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"524",2005,193136719,7.5e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"525",2006,35286428,7.6e+07,"Adventure","Animation","Comedy","Family",NA,NA
"526",2000,157299717,7.5e+07,"Drama","Sci-Fi","Thriller",NA,NA,NA
"527",2008,134568845,7.5e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"528",1996,134006721,7.5e+07,"Action","Crime","Fantasy","Thriller",NA,NA
"529",2006,195329763,8e+07,"Action","Adventure","Thriller",NA,NA,NA
"530",2004,120776832,7.5e+07,"Action","Adventure","Animation","Comedy","Family","Fantasy"
"531",2007,118823091,7.5e+07,"Comedy","Romance",NA,NA,NA,NA
"532",2004,41814863,5e+07,"Comedy","Drama","Family","Music","Musical","Romance"
"533",1999,97360069,7.5e+07,"Horror","Mystery","Thriller",NA,NA,NA
"534",2013,117698894,7.5e+07,"Action","Adventure","Comedy","Family","Sci-Fi",NA
"535",2010,162001186,8e+07,"Crime","Mystery","Thriller",NA,NA,NA
"536",2004,77032279,6e+07,"Comedy",NA,NA,NA,NA,NA
"537",NA,NA,NA,"Comedy","Drama",NA,NA,NA,NA
"538",2009,73023275,3.5e+07,"Drama","Fantasy","Horror","Thriller",NA,NA
"539",2000,68473360,7.5e+07,"Comedy","Family",NA,NA,NA,NA
"540",2007,66636385,7.5e+07,"Action","Adventure","Drama","Thriller",NA,NA
"541",2004,160762022,7.5e+07,"Biography","Comedy","Drama","History",NA,NA
"542",2006,103338338,7e+07,"Adventure","Animation","Comedy","Family",NA,NA
"543",NA,NA,NA,"Drama","Music","Musical",NA,NA,NA
"544",2005,55808744,5.3e+07,"Crime","Drama","Mystery",NA,NA,NA
"545",2005,47379090,7e+07,"Comedy","Crime","Music",NA,NA,NA
"546",2003,43426961,7e+07,"Drama","History","Thriller",NA,NA,NA
"547",2010,47000485,7.5e+07,"Action","Drama","Thriller","War",NA,NA
"548",2015,45434443,7.5e+07,"Action","Comedy","Romance","Thriller",NA,NA
"549",2004,42044321,8e+07,"Action","Adventure","Comedy",NA,NA,NA
"550",2006,73661010,7.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"551",2001,41523271,8e+07,"Animation","Comedy","Family","Fantasy","Mystery",NA
"552",1995,37600435,5.5e+07,"Comedy","Crime","Drama","Romance",NA,NA
"553",1999,39251128,7.5e+07,"Action","Adventure","Romance","Thriller",NA,NA
"554",2011,83503161,7.5e+07,"Drama","History","Romance",NA,NA,NA
"555",2005,34636443,5.2e+07,"Action","Drama","Fantasy","Romance",NA,NA
"556",2000,22751979,7.5e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"557",2003,30013346,7.5e+07,"Action","Adventure","Animation","Family","Sci-Fi",NA
"558",1998,14567883,7.5e+07,"Action","Comedy","Crime","Thriller",NA,NA
"559",2009,90820,NA,"Action","Drama","Sci-Fi",NA,NA,NA
"560",2001,5409517,7.5e+07,"Drama","Horror","Sci-Fi","Thriller",NA,NA
"561",2004,21009180,4.5e+07,"Animation","Comedy","Fantasy",NA,NA,NA
"562",2000,94999143,7.5e+07,"Action","Adventure","Drama","Thriller",NA,NA
"563",2015,336029560,7.4e+07,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"564",2011,36381716,8.2e+07,"Action","Animation","Comedy","Family","Sci-Fi",NA
"565",1998,55585389,6.9e+07,"Action","Fantasy",NA,NA,NA,NA
"566",1998,36976367,7.5e+07,"Crime","Mystery","Thriller",NA,NA,NA
"567",2016,107225164,7.3e+07,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"568",2008,70224196,7e+07,"Action","Animation","Comedy","Family",NA,NA
"569",2009,51814190,7.5e+07,"Action","Adventure","Comedy","Romance","Thriller",NA
"570",2007,47456450,7e+07,"Comedy","Drama",NA,NA,NA,NA
"571",2006,148213377,7.3e+07,"Action","Drama","Thriller",NA,NA,NA
"572",2001,112950721,7.2e+07,"Action","Comedy","Sport",NA,NA,NA
"573",1995,75600000,7.2e+07,"Comedy","Family","Fantasy",NA,NA,NA
"574",2005,62647540,7e+07,"Biography","Drama","History","War",NA,NA
"575",2007,183132370,7.5e+07,"Action","Drama","War",NA,NA,NA
"576",2001,27796042,7.2e+07,"Adventure","Animation","Comedy",NA,NA,NA
"577",2001,32616869,7.2e+07,"Drama","Romance",NA,NA,NA,NA
"578",2004,18947630,59660000,"Action","Drama","Sport",NA,NA,NA
"579",2004,114195633,6e+07,"Adventure","Drama","Family",NA,NA,NA
"580",1998,144156464,71500000,"Drama","Mystery","Romance","Thriller",NA,NA
"581",2002,227965690,7.2e+07,"Comedy","Family","Fantasy",NA,NA,NA
"582",2004,436471036,1.5e+08,"Drama","Sci-Fi","Thriller",NA,NA,NA
"583",2006,244052771,1.2e+08,"Adventure","Animation","Comedy","Family","Fantasy","Romance"
"584",1999,152149590,7e+07,"Adventure","Animation","Comedy","Family","Sport",NA
"585",2002,141204016,7e+07,"Comedy","Romance",NA,NA,NA,NA
"586",2015,162495848,7.4e+07,"Action","Adventure","Thriller",NA,NA,NA
"587",1996,136448821,8e+07,"Adventure","Animation","Comedy","Family","Fantasy",NA
"588",2009,120523073,7.5e+07,"Crime","Thriller",NA,NA,NA,NA
"589",1991,119654900,7e+07,"Adventure","Drama","War",NA,NA,NA
"590",2014,72660029,1e+08,"Adventure","Comedy","Family","Fantasy",NA,NA
"591",1990,117541000,7e+07,"Action","Adventure",NA,NA,NA,NA
"592",2003,116643346,8e+07,"Action","Thriller",NA,NA,NA,NA
"593",NA,NA,NA,"Action","Adventure","Crime","Thriller",NA,NA
"594",2001,100614858,6.8e+07,"Adventure","Drama","Fantasy","Mystery","Thriller",NA
"595",2006,42272747,7e+07,"Fantasy","Mystery","Romance","Sci-Fi","Thriller",NA
"596",2004,80281096,6e+07,"Drama","Fantasy","Mystery","Thriller",NA,NA
"597",2009,219613391,7.5e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"598",2002,78120196,7.5e+07,"Animation","Comedy","Family","Fantasy","Music",NA
"599",2013,98895417,7e+07,"Action","Drama","History","War",NA,NA
"600",1998,70117571,5.8e+07,"Action","Thriller",NA,NA,NA,NA
"601",2011,83552429,7e+07,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"602",2003,66257002,7e+07,"Action","Sci-Fi",NA,NA,NA,NA
"603",1994,65012000,7e+07,"Adventure","Drama","Fantasy",NA,NA,NA
"604",2011,79883359,6.6e+07,"Drama","Horror","Romance","Thriller",NA,NA
"605",2014,78031620,7e+07,"Drama","War",NA,NA,NA,NA
"606",1989,54222000,69500000,"Drama","War",NA,NA,NA,NA
"607",2010,52474616,7e+07,"Adventure","Drama","Sci-Fi","Thriller",NA,NA
"608",2014,55942830,7e+07,"Drama",NA,NA,NA,NA,NA
"609",1998,40932372,7e+07,"Action","Drama","Fantasy","Horror","War",NA
"610",2007,38345403,7e+07,"Action","Thriller",NA,NA,NA,NA
"611",1997,37901509,7e+07,"Adventure","Family","Fantasy","Romance",NA,NA
"612",2011,48430355,7e+07,"Adventure","Biography","Drama","History","War",NA
"613",2002,30157016,7e+07,"Comedy","Drama",NA,NA,NA,NA
"614",2005,28031250,6e+07,"Action","Adventure","Comedy","Thriller",NA,NA
"615",2002,33105600,7e+07,"Action","Adventure","Horror","Sci-Fi",NA,NA
"616",2012,62321039,7e+07,"Action","Adventure","Comedy","Thriller",NA,NA
"617",2012,38509342,7.5e+07,"Action","Fantasy","Horror",NA,NA,NA
"618",2002,19076815,6e+07,"Comedy","Drama","Musical","Romance",NA,NA
"619",2011,25093607,3.5e+07,"Drama","War",NA,NA,NA,NA
"620",2002,18990542,7e+07,"Action","Crime","Thriller",NA,NA,NA
"621",2002,14294842,7e+07,"Action","Sci-Fi","Sport",NA,NA,NA
"622",1998,19819494,7e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"623",2001,13596911,7e+07,"Action","Crime","Drama","Thriller",NA,NA
"624",2013,8460990,7e+07,"Action","Adventure","Animation","Comedy","Crime","Family"
"625",2015,7097125,7e+07,"Adventure","Animation","Family","Fantasy","Musical",NA
"626",2004,37760080,7e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"627",2006,5851188,7e+07,"Action","Adventure","Mystery","Sci-Fi","Thriller",NA
"628",2013,25121291,5e+07,"Crime","Mystery","Thriller",NA,NA,NA
"629",2014,18821279,7e+07,"Action","Crime","Mystery","Sci-Fi","Thriller",NA
"630",2002,118471320,6.8e+07,"Action","Adventure","Fantasy",NA,NA,NA
"631",2010,300523113,6.8e+07,"Action","Drama","Thriller",NA,NA,NA
"632",2001,71069884,6.8e+07,"Adventure","Drama","Fantasy","Romance",NA,NA
"633",2010,251501645,6.9e+07,"Crime","Drama","Thriller",NA,NA,NA
"634",1995,35324232,6.8e+07,"Animation","Comedy","Family",NA,NA,NA
"635",2015,81257500,6.8e+07,"Action","Comedy","Crime","Drama","Thriller",NA
"636",2009,617840,7e+07,"Comedy",NA,NA,NA,NA,NA
"637",1999,29655590,6.5e+07,"Adventure","Drama","History","Romance",NA,NA
"638",2011,45045037,3.6e+07,"Action","Comedy","Fantasy","Sci-Fi",NA,NA
"639",1999,28965197,6.8e+07,"Comedy","Romance",NA,NA,NA,NA
"640",2016,27550735,NA,"Biography","Drama","Thriller",NA,NA,NA
