"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"3697",2005,87025093,4e+06,"Fantasy","Horror","Thriller",NA,NA,NA
"3698",2016,71897215,1.5e+07,"Horror","Mystery",NA,NA,NA,NA
"3699",2002,64267897,5e+06,"Drama","Horror","Mystery","Sci-Fi","Thriller",NA
"3700",2016,56536016,4900000,"Comedy","Documentary",NA,NA,NA,NA
"3701",2011,104007828,5e+06,"Horror",NA,NA,NA,NA,NA
"3702",2014,50820940,5e+06,"Horror",NA,NA,NA,NA,NA
"3703",1987,44793200,4500000,"Fantasy","Horror",NA,NA,NA,NA
"3704",2015,43771291,5e+06,"Action","Fantasy","Horror","Thriller",NA,NA
"3705",2013,44456509,5e+06,"Mystery","Thriller",NA,NA,NA,NA
"3706",2012,53884821,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3707",1953,3.6e+07,5e+06,"Horror",NA,NA,NA,NA,NA
"3708",1975,NA,5e+06,"Drama","History",NA,NA,NA,NA
"3709",1991,34872293,8500000,"Comedy","Crime","Mystery",NA,NA,NA
"3710",2003,34468224,4500000,"Comedy","Fantasy","Horror","Thriller",NA,NA
"3711",1954,NA,5e+06,"Biography","Crime","Drama","Thriller",NA,NA
"3712",2014,32453345,5e+06,"Adventure","Drama","Family","Fantasy","Sci-Fi",NA
"3713",1980,NA,5e+06,"Fantasy","Horror","Thriller",NA,NA,NA
"3714",2013,27296514,5e+06,"Biography","Drama",NA,NA,NA,NA
"3715",2015,25799043,3300000,"Biography","Drama",NA,NA,NA,NA
"3716",2000,25530884,9e+06,"Horror","Sci-Fi","Thriller",NA,NA,NA
"3717",2013,27689474,5e+06,"Mystery","Thriller",NA,NA,NA,NA
"3718",2006,24138847,5e+06,"Horror","Mystery",NA,NA,NA,NA
"3719",2000,21994911,5e+06,"Comedy",NA,NA,NA,NA,NA
"3720",2013,21501098,5e+06,"Drama","Music",NA,NA,NA,NA
"3721",1991,19281235,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3722",1982,NA,3500000,"Comedy","Drama","Music","Romance",NA,NA
"3723",1999,19421271,5e+06,"Adventure","Drama","Family","Romance","Western",NA
"3724",1997,20733485,5e+06,"Animation","Comedy","Family",NA,NA,NA
"3725",1981,NA,5e+06,"Drama",NA,NA,NA,NA,NA
"3726",2011,24809547,5e+06,"Biography","Drama",NA,NA,NA,NA
"3727",2016,19097994,NA,"Comedy","Drama",NA,NA,NA,NA
"3728",1998,23031390,4500000,"Biography","Drama","Sport",NA,NA,NA
"3729",2001,16017403,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3730",2014,21197315,5e+06,"Drama","Romance","Thriller",NA,NA,NA
"3731",2014,17382982,5e+06,"Horror","Mystery","Thriller",NA,NA,NA
"3732",1997,14821531,6e+06,"Drama","Thriller",NA,NA,NA,NA
"3733",2014,18656400,5e+06,"Drama",NA,NA,NA,NA,NA
"3734",1954,NA,5e+06,"Drama",NA,NA,NA,NA,NA
"3735",1981,NA,5e+06,"Drama","History",NA,NA,NA,NA
"3736",1989,14343976,5e+06,"Action","Crime","Thriller",NA,NA,NA
"3737",2002,241437427,5e+06,"Adventure","Horror",NA,NA,NA,NA
"3738",2012,14123773,5e+06,"Comedy","Family","Romance",NA,NA,NA
"3739",1995,15126948,5e+06,"Crime","Drama",NA,NA,NA,NA
"3740",2001,13622333,2e+06,"Horror","Thriller",NA,NA,NA,NA
"3741",2004,13464388,4e+06,"Adventure","Comedy","Drama","Romance",NA,NA
"3742",2008,13350177,5e+06,"Comedy","Horror",NA,NA,NA,NA
"3743",1996,13269963,5e+06,"Drama","Horror","Thriller",NA,NA,NA
"3744",1988,17768000,5e+06,"Drama","Mystery",NA,NA,NA,NA
"3745",1986,12947763,5e+06,"Horror","Thriller",NA,NA,NA,NA
"3746",1982,14100000,5e+06,"Horror","Mystery",NA,NA,NA,NA
"3747",1983,12200000,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3748",2011,17683670,5e+06,"Action","Crime","Drama","Thriller","Western",NA
"3749",2008,12055108,8e+06,"Horror","Mystery","Sci-Fi","Thriller",NA,NA
"3750",2015,27285953,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3751",1982,NA,8e+06,"Action","Thriller",NA,NA,NA,NA
"3752",1959,NA,5e+06,"Action","Adventure","Fantasy",NA,NA,NA
"3753",2016,11675178,5e+06,"Drama","History","Romance","War",NA,NA
"3754",2009,10572742,8e+06,"Comedy",NA,NA,NA,NA,NA
"3755",1932,NA,8e+05,"Drama","Romance",NA,NA,NA,NA
"3756",2016,9658370,5e+06,"Drama","Romance","War",NA,NA,NA
"3757",2000,9628751,5e+06,"Comedy","Romance",NA,NA,NA,NA
"3758",2004,8786715,5e+06,"Action","Adventure","Animation","Family","Sci-Fi",NA
"3759",2003,3432342,6e+06,"Comedy","Drama",NA,NA,NA,NA
"3760",1976,NA,5e+06,"Comedy","Crime","Drama","Mystery","Romance",NA
"3761",2001,6755271,5e+06,"Adventure","Drama","Romance",NA,NA,NA
"3762",1978,NA,5e+06,"Horror","Thriller",NA,NA,NA,NA
"3763",1989,6157157,5e+06,"Action","Drama","War",NA,NA,NA
"3764",2006,6088249,NA,"Comedy","Drama",NA,NA,NA,NA
"3765",1998,5480318,5e+06,"Comedy",NA,NA,NA,NA,NA
"3766",1968,NA,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3767",2001,5308707,5e+06,"Western",NA,NA,NA,NA,NA
"3768",2009,5009677,5e+06,"Comedy","Crime","Drama","Thriller",NA,NA
"3769",2006,4328294,NA,"Drama","Mystery","Sci-Fi",NA,NA,NA
"3770",2010,4074023,5e+06,"Comedy",NA,NA,NA,NA,NA
"3771",1997,4306697,5e+06,"Documentary",NA,NA,NA,NA,NA
"3772",2010,3950029,4e+06,"Drama",NA,NA,NA,NA,NA
"3773",2008,4040588,5e+06,"Drama",NA,NA,NA,NA,NA
"3774",1982,NA,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3775",1994,3049135,5e+06,"Comedy","Music","Sci-Fi",NA,NA,NA
"3776",2015,4700361,5e+06,"Biography","Crime","Drama","Romance","Thriller",NA
"3777",2010,2711210,5e+06,"Drama",NA,NA,NA,NA,NA
"3778",1998,1980338,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3779",2004,1082044,5e+06,"Comedy","Crime","Drama","Mystery","Thriller",NA
"3780",1992,1100000,5e+06,"Drama","Thriller",NA,NA,NA,NA
"3781",2014,2445646,5e+06,"Crime","Drama",NA,NA,NA,NA
"3782",2010,2221809,5e+06,"Biography","Crime","Drama","Mystery","Thriller",NA
"3783",2003,296665,5e+06,"Drama",NA,NA,NA,NA,NA
"3784",2015,3219029,5e+06,"Biography","Crime","Drama","Thriller",NA,NA
"3785",2006,NA,5e+06,"Crime","Horror","Music","Thriller",NA,NA
"3786",2014,830210,5e+06,"Comedy","Drama","Romance",NA,NA,NA
"3787",1996,1040879,7e+06,"Drama","Mystery","Sci-Fi",NA,NA,NA
"3788",1996,326308,5e+06,"Comedy","Crime","Drama",NA,NA,NA
"3789",2007,240425,NA,"Crime","Drama","Thriller",NA,NA,NA
"3790",2008,228830,NA,"Biography","Drama","History",NA,NA,NA
"3791",1980,NA,2200000,"Crime","Documentary","War",NA,NA,NA
"3792",2010,223615,NA,"Drama",NA,NA,NA,NA,NA
"3793",2008,124720,5e+06,"Comedy","Horror",NA,NA,NA,NA
"3794",1947,NA,3209000,"Drama","Romance",NA,NA,NA,NA
"3795",1998,99147,2e+06,"Adventure","Drama","Romance",NA,NA,NA
"3796",2004,NA,5e+06,"Drama",NA,NA,NA,NA,NA
"3797",2015,65069140,5e+06,"Comedy","Horror","Sci-Fi",NA,NA,NA
"3798",2007,65087,5e+06,"Horror","Thriller",NA,NA,NA,NA
"3799",2004,16066,5e+06,"Crime","Thriller","War",NA,NA,NA
"3800",NA,NA,NA,"Mystery","Romance","Thriller",NA,NA,NA
"3801",2015,NA,5e+06,"Drama","Fantasy",NA,NA,NA,NA
"3802",2011,NA,5e+06,"Horror","Sci-Fi","Thriller",NA,NA,NA
"3803",2008,NA,2500000,"Drama","Horror","Thriller",NA,NA,NA
"3804",2009,NA,5e+06,"Comedy","Crime","Horror","Thriller",NA,NA
"3805",2006,NA,NA,"Comedy","Drama","Fantasy",NA,NA,NA
"3806",2009,NA,NA,"Animation","Comedy",NA,NA,NA,NA
"3807",NA,NA,NA,"Drama","Family","Music",NA,NA,NA
"3808",2014,37440,5e+06,"Comedy","Crime","Mystery",NA,NA,NA
"3809",2014,NA,1e+07,"Comedy","Drama","Music",NA,NA,NA
"3810",2015,NA,NA,"Animation","Family",NA,NA,NA,NA
"3811",2011,NA,5e+06,"Comedy",NA,NA,NA,NA,NA
"3812",2014,NA,5e+06,"Crime","Drama","Thriller",NA,NA,NA
"3813",2014,NA,5e+06,"Drama","Thriller",NA,NA,NA,NA
"3814",1977,NA,5e+06,"Action","Drama","Thriller","War",NA,NA
"3815",2012,NA,5e+06,"Action","Sci-Fi","Thriller",NA,NA,NA
"3816",2015,NA,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3817",2016,NA,5e+06,"Family",NA,NA,NA,NA,NA
"3818",2015,NA,NA,"Comedy","Fantasy","Horror","Thriller",NA,NA
"3819",2006,617228,84450000,"Action","Horror",NA,NA,NA,NA
"3820",2009,274385,4e+06,"Comedy","Drama","Romance","War",NA,NA
"3821",1996,24475416,890000,"Comedy","Drama",NA,NA,NA,NA
"3822",2011,NA,3e+06,"Drama",NA,NA,NA,NA,NA
"3823",2005,47277326,4800000,"Horror","Thriller",NA,NA,NA,NA
"3824",2005,1247453,2800000,"Horror",NA,NA,NA,NA,NA
"3825",2011,1729969,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3826",1988,1705139,4700000,"Drama","Thriller",NA,NA,NA,NA
"3827",2006,238774,NA,"Fantasy","Horror","Mystery","Thriller",NA,NA
"3828",2014,NA,5e+06,"Comedy","Drama",NA,NA,NA,NA
"3829",1986,8025872,4700000,"Comedy","Crime",NA,NA,NA,NA
"3830",1973,NA,4638783,"Comedy","Horror",NA,NA,NA,NA
"3831",2013,778565,4800000,"Biography","Drama","Romance","Western",NA,NA
"3832",2005,NA,NA,"Crime","Drama",NA,NA,NA,NA
"3833",2011,NA,4700000,"Drama",NA,NA,NA,NA,NA
"3834",2013,NA,NA,"Comedy",NA,NA,NA,NA,NA
"3835",2004,1340891,NA,"Comedy","Romance",NA,NA,NA,NA
"3836",2007,NA,5e+06,"Drama","Romance",NA,NA,NA,NA
"3837",2010,513836,4600000,"Western",NA,NA,NA,NA,NA
"3838",2013,NA,4700000,"Comedy","Drama","Romance",NA,NA,NA
"3839",2007,434417,4600000,"Comedy","Drama",NA,NA,NA,NA
"3840",2006,728,NA,"Drama",NA,NA,NA,NA,NA
"3841",1984,81200000,4500000,"Crime","Drama",NA,NA,NA,NA
"3842",1980,NA,4500000,"Comedy",NA,NA,NA,NA,NA
"3843",1994,52700832,4500000,"Adventure","Drama","Romance",NA,NA,NA
"3844",1982,NA,4500000,"Comedy","Drama","Romance",NA,NA,NA
"3845",1956,NA,4500000,"Comedy","Drama",NA,NA,NA,NA
"3846",2002,13060843,1.5e+07,"Adventure","Drama",NA,NA,NA,NA
"3847",NA,NA,NA,"Drama",NA,NA,NA,NA,NA
"3848",1996,3798532,4500000,"Crime","Drama",NA,NA,NA,NA
"3849",2000,3609278,4500000,"Crime","Drama","Romance","Thriller",NA,NA
"3850",1945,NA,NA,"Drama",NA,NA,NA,NA,NA
"3851",1998,1687311,7e+08,"Musical","Romance",NA,NA,NA,NA
"3852",1986,NA,4500000,"Drama","Musical",NA,NA,NA,NA
"3853",2014,10429707,5e+06,"Drama","History","Thriller","War",NA,NA
"3854",2001,727883,4500000,"Comedy",NA,NA,NA,NA,NA
"3855",2011,1391770,NA,"Drama","Sci-Fi","Thriller",NA,NA,NA
"3856",1997,713413,4500000,"Adventure","Comedy","Western",NA,NA,NA
"3857",2002,410241,2e+06,"Crime","Drama","Mystery",NA,NA,NA
"3858",2009,278821,NA,"Comedy","Crime","Drama",NA,NA,NA
"3859",2005,211667,4.2e+09,"Comedy","Drama",NA,NA,NA,NA
"3860",2010,706622,NA,"Crime","Drama",NA,NA,NA,NA
"3861",2001,92191,2500000,"Biography","Drama","Music","Romance",NA,NA
"3862",2006,49413,3.5e+07,"Comedy","Drama","Sport",NA,NA,NA
"3863",2011,199652,NA,"Action","Crime","Thriller",NA,NA,NA
"3864",2002,181655,NA,"Action","Adventure","Western",NA,NA,NA
"3865",2009,108229,4500000,"Crime","Drama",NA,NA,NA,NA
"3866",2014,NA,NA,"Drama","Horror","Mystery","Thriller",NA,NA
"3867",1975,1.12e+08,4400000,"Drama","Thriller",NA,NA,NA,NA
"3868",2015,NA,4400000,"Drama",NA,NA,NA,NA,NA
"3869",1976,NA,4400000,"Comedy",NA,NA,NA,NA,NA
"3870",2016,NA,4400000,"Comedy","Romance",NA,NA,NA,NA
"3871",NA,NA,NA,"Action","Drama","History","Thriller","War",NA
"3872",2014,8691,4500000,"Drama","Family",NA,NA,NA,NA
"3873",2012,26345,3e+06,"Action","Adventure",NA,NA,NA,NA
"3874",2000,6940281,NA,"Action","Crime","Drama",NA,NA,NA
"3875",2010,188870,NA,"Crime","Thriller",NA,NA,NA,NA
"3876",2002,20772796,6e+06,"Action","Crime","Drama","Thriller",NA,NA
"3877",2009,199228,1.5e+08,"Drama","Family",NA,NA,NA,NA
"3878",2009,NA,4500000,"Comedy","Drama",NA,NA,NA,NA
"3879",2015,34964818,1.5e+08,"Mystery","Sci-Fi","Thriller",NA,NA,NA
"3880",2006,NA,4200000,"Adventure","Family","Fantasy",NA,NA,NA
"3881",NA,NA,NA,"Comedy","Drama","Family","Music","Musical","Romance"
"3882",1997,2542264,NA,"Crime","Drama",NA,NA,NA,NA
"3883",2004,1487477,4200000,"Comedy","Drama",NA,NA,NA,NA
"3884",1992,62549000,2300000,"Fantasy","Thriller",NA,NA,NA,NA
"3885",1981,105500000,4e+06,"Crime","Drama","Romance","Thriller",NA,NA
"3886",2009,101055,4e+06,"Comedy",NA,NA,NA,NA,NA
"3887",1968,NA,114000,"Horror",NA,NA,NA,NA,NA
"3888",2003,44566004,4e+06,"Drama","Horror","Mystery",NA,NA,NA
"3889",1977,39200000,4e+06,"Drama",NA,NA,NA,NA,NA
"3890",1952,3.6e+07,4e+06,"Comedy","Romance",NA,NA,NA,NA
"3891",2014,65007045,1.4e+08,"Drama","Family","Romance",NA,NA,NA
"3892",2001,31252964,4e+06,"Action","Adventure","Drama",NA,NA,NA
"3893",2015,131175,8500000,"Drama","Romance",NA,NA,NA,NA
"3894",1995,31968347,3600000,"Drama","Horror",NA,NA,NA,NA
"3895",2013,NA,4500000,"Drama","Romance",NA,NA,NA,NA
"3896",1985,NA,4e+06,"Comedy","Horror",NA,NA,NA,NA
"3897",1974,NA,4e+06,"Comedy","Horror","Sci-Fi",NA,NA,NA
"3898",2015,35385560,4e+06,"Comedy","Drama","Romance",NA,NA,NA
"3899",1956,NA,4e+06,"Mystery","Thriller",NA,NA,NA,NA
"3900",NA,NA,NA,"Drama","Romance",NA,NA,NA,NA
"3901",2010,20803237,3500000,"Drama","Fantasy",NA,NA,NA,NA
"3902",1988,13008928,4e+06,"Comedy","Drama",NA,NA,NA,NA
"3903",1963,NA,4e+06,"Horror","Sci-Fi","Thriller",NA,NA,NA
"3904",2004,10941801,NA,"Adventure","Drama","History","Thriller","War",NA
"3905",2013,15152879,5e+06,"Comedy","Documentary","Drama","Fantasy","Mystery","Sci-Fi"
"3906",2014,25359200,4e+06,"Drama","Horror","Thriller",NA,NA,NA
"3907",2006,10515579,4e+06,"Drama",NA,NA,NA,NA,NA
"3908",2001,180011740,1e+08,"Comedy","Crime","Mystery",NA,NA,NA
"3909",2001,10097096,4e+06,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"3910",2000,9821335,6e+06,"Comedy",NA,NA,NA,NA,NA
"3911",2003,8243880,3200000,"Comedy",NA,NA,NA,NA,NA
"3912",1961,NA,4e+06,"Crime","Drama","Fantasy","Romance",NA,NA
"3913",2006,7825820,4e+06,"Drama","Romance","Western",NA,NA,NA
"3914",1995,7557877,NA,"Crime","Mystery","Thriller",NA,NA,NA
"3915",2010,14637490,2.5e+07,"Comedy","Crime",NA,NA,NA,NA
"3916",2007,7159147,3400000,"Horror","Mystery","Thriller",NA,NA,NA
"3917",2014,17314483,4e+06,"Drama","Mystery","Thriller",NA,NA,NA
"3918",2002,6525762,4e+06,"Comedy","Fantasy",NA,NA,NA,NA
"3919",1969,NA,4e+06,"Comedy","Drama","Romance",NA,NA,NA
"3920",2006,4613815,NA,"Drama","Thriller",NA,NA,NA,NA
"3921",1995,4301331,4e+06,"Comedy","Crime",NA,NA,NA,NA
"3922",2002,4046737,4e+06,"Comedy","Fantasy",NA,NA,NA,NA
"3923",2003,3713002,8e+06,"Comedy","Drama","Romance",NA,NA,NA
"3924",1988,3468572,4e+06,"Documentary",NA,NA,NA,NA,NA
"3925",1996,2892582,4e+06,"Drama",NA,NA,NA,NA,NA
"3926",1999,2800000,4e+06,"Comedy",NA,NA,NA,NA,NA
"3927",2007,2426851,4e+06,"Comedy",NA,NA,NA,NA,NA
"3928",2005,1325073,4e+06,"Comedy","Crime","Romance","Thriller",NA,NA
"3929",2011,NA,4e+06,"Comedy","Drama",NA,NA,NA,NA
"3930",2005,864959,4e+06,"Action","Crime","Horror","Thriller",NA,NA
"3931",2011,2601847,4e+06,"Adventure","Fantasy",NA,NA,NA,NA
"3932",1987,8e+05,4e+06,"Documentary","Music",NA,NA,NA,NA
"3933",2011,1429260,NA,"Adventure","Fantasy",NA,NA,NA,NA
"3934",2015,NA,4500000,"Drama","Romance",NA,NA,NA,NA
"3935",2002,562059,4e+06,"Drama","Thriller",NA,NA,NA,NA
"3936",1999,399793,4e+06,"Drama","Thriller",NA,NA,NA,NA
"3937",2012,NA,NA,"Drama",NA,NA,NA,NA,NA
"3938",2013,371897,4e+06,"Drama","Fantasy",NA,NA,NA,NA
"3939",1997,302204,3e+06,"Drama",NA,NA,NA,NA,NA
"3940",1987,354704,1300000,"Comedy","Crime","Romance",NA,NA,NA
"3941",2000,265107,1500000,"Crime","Drama","Horror","Thriller",NA,NA
"3942",1999,185577,4e+06,"Comedy","Horror","Mystery",NA,NA,NA
"3943",2013,100412,4e+06,"Comedy",NA,NA,NA,NA,NA
"3944",2010,58214,9500000,"Drama",NA,NA,NA,NA,NA
"3945",2000,75078,1.4e+07,"Crime","Drama","Thriller",NA,NA,NA
"3946",1998,64359,2500000,"Comedy",NA,NA,NA,NA,NA
"3947",2013,317125,1.6e+07,"Comedy","Romance",NA,NA,NA,NA
"3948",1998,NA,4e+06,"Drama","Romance",NA,NA,NA,NA
"3949",2002,146402,4e+06,"Comedy","Drama","Romance",NA,NA,NA
"3950",2010,18469,650000,"Comedy","Drama",NA,NA,NA,NA
"3951",NA,NA,NA,"Drama","Horror","Sci-Fi",NA,NA,NA
"3952",1997,12836,4e+06,"Comedy","Family","Romance",NA,NA,NA
"3953",2014,20262,4e+06,"Biography","Drama",NA,NA,NA,NA
"3954",2011,NA,4e+06,"Drama",NA,NA,NA,NA,NA
"3955",2011,NA,4e+06,"Comedy","Drama",NA,NA,NA,NA
"3956",2003,NA,NA,"Action","Adventure","Crime","Thriller",NA,NA
"3957",2013,NA,4e+06,"Comedy","Fantasy",NA,NA,NA,NA
"3958",1972,NA,4e+06,"Adventure","Drama",NA,NA,NA,NA
"3959",2012,4063,4e+06,"Drama","Family","History","Musical",NA,NA
"3960",1930,NA,3950000,"Drama","Mystery","Romance","Thriller",NA,NA
"3961",2007,NA,4e+06,"Drama","War",NA,NA,NA,NA
"3962",2016,NA,4e+06,"Comedy","Drama","Romance",NA,NA,NA
"3963",2009,NA,NA,"Horror",NA,NA,NA,NA,NA
"3964",2012,NA,4e+06,"Horror","Thriller",NA,NA,NA,NA
"3965",2012,NA,4e+06,"Horror",NA,NA,NA,NA,NA
"3966",2014,NA,4e+06,"Comedy","Romance",NA,NA,NA,NA
"3967",2016,NA,1e+08,"Adventure","Biography","Drama","Romance",NA,NA
"3968",1966,NA,2e+06,"Adventure","Drama","History",NA,NA,NA
"3969",1976,NA,3800000,"Biography","Drama","History",NA,NA,NA
"3970",1939,198655278,3977000,"Drama","Romance",NA,NA,NA,NA
"3971",2014,143653,4e+06,"Drama","History","Romance","War",NA,NA
"3972",1965,14873,3800000,"Biography","Drama",NA,NA,NA,NA
"3973",2009,NA,NA,"Adventure","War","Western",NA,NA,NA
"3974",1950,8e+06,3768785,"Drama",NA,NA,NA,NA,NA
"3975",2010,304137,NA,"Biography","Comedy","Musical","Romance","Western",NA
"3976",2005,NA,8e+06,"Comedy","Crime","Drama",NA,NA,NA
"3977",2009,37606,3500000,"Drama",NA,NA,NA,NA,NA
"3978",1948,2956000,3700000,"Comedy","Crime","Drama",NA,NA,NA
"3979",2009,19959,3800000,"Adventure","Comedy","Musical","Romance",NA,NA
"3980",2006,2706659,2e+06,"Drama",NA,NA,NA,NA,NA
"3981",2011,61094903,3e+07,"Comedy","Drama",NA,NA,NA,NA
"3982",NA,NA,NA,"Action","Mystery","Thriller",NA,NA,NA
"3983",1969,NA,3600000,"Comedy","Drama","War",NA,NA,NA
"3984",1997,45857453,3500000,"Drama",NA,NA,NA,NA,NA
"3985",1980,83400000,3500000,"Comedy","Drama","Music",NA,NA,NA
"3986",2015,NA,5e+06,"Comedy",NA,NA,NA,NA,NA
"3987",1995,27900000,3500000,"Action","Thriller",NA,NA,NA,NA
"3988",1993,27900000,3500000,"Comedy","Drama",NA,NA,NA,NA
"3989",NA,NA,NA,"Crime","Drama","Thriller",NA,NA,NA
"3990",1987,1.4e+07,3500000,"Drama","Music",NA,NA,NA,NA
"3991",1970,NA,3716946,"Comedy","Fantasy","Horror","Thriller",NA,NA
"3992",1967,NA,3500000,"Comedy","Drama","Romance","Western",NA,NA
"3993",1959,NA,3500000,"Biography","Crime","Drama","History",NA,NA
"3994",1966,NA,3500000,"Drama",NA,NA,NA,NA,NA
"3995",1972,NA,2e+06,"Action","Crime","Drama","Mystery","Thriller",NA
"3996",2015,25138292,3500000,"Thriller",NA,NA,NA,NA,NA
"3997",1998,10305534,3500000,"Horror","Mystery",NA,NA,NA,NA
"3998",1996,9449219,3500000,"Comedy",NA,NA,NA,NA,NA
"3999",1998,6390032,3500000,"Comedy","Drama","Romance",NA,NA,NA
"4000",2009,20167424,2e+06,"Biography","Drama",NA,NA,NA,NA
"4001",1985,NA,3500000,"Drama","Mystery","Thriller",NA,NA,NA
"4002",2008,NA,NA,"Horror",NA,NA,NA,NA,NA
"4003",1987,5923044,3600000,"Horror","Thriller",NA,NA,NA,NA
"4004",2001,3293258,3e+06,"Comedy","Fantasy","Horror","Thriller",NA,NA
"4005",2013,NA,1e+06,"Action","Adventure","Comedy","Musical",NA,NA
"4006",1998,886410,3500000,"Horror",NA,NA,NA,NA,NA
"4007",2010,252652,19900000,"Drama","History",NA,NA,NA,NA
"4008",2006,220234,3500000,"Comedy","Drama","Fantasy","Horror",NA,NA
"4009",2012,34350553,6.8e+07,"Comedy","Romance",NA,NA,NA,NA
"4010",2005,101228,3500000,"Action","Comedy","Sci-Fi",NA,NA,NA
"4011",2004,96793,3500000,"Comedy","Drama",NA,NA,NA,NA
"4012",2016,123777,3500000,"Action","Comedy","Romance",NA,NA,NA
"4013",2008,NA,3500000,"Action","Biography","Crime","Drama","Family","Fantasy"
"4014",1998,NA,1e+06,"Crime","Drama","Mystery","Thriller",NA,NA
"4015",NA,NA,NA,"Action","Comedy","Crime","Thriller",NA,NA
"4016",2009,NA,3500000,"Drama","Thriller",NA,NA,NA,NA
"4017",2013,NA,3500000,"Horror","Thriller",NA,NA,NA,NA
"4018",2015,29233,3500000,"Action","Animation","Crime","Sci-Fi","Thriller",NA
"4019",2014,NA,3500000,"Documentary",NA,NA,NA,NA,NA
"4020",2014,NA,3500000,"Action","Adventure","Fantasy","Thriller",NA,NA
"4021",2014,NA,3500000,"Action","Crime","Drama","Thriller",NA,NA
"4022",2014,NA,3440000,"Drama","Thriller",NA,NA,NA,NA
"4023",1977,NA,3400000,"Crime","Mystery","Thriller",NA,NA,NA
"4024",2005,77413017,8e+06,"Comedy",NA,NA,NA,NA,NA
"4025",2011,5354039,3500000,"Documentary",NA,NA,NA,NA,NA
"4026",2011,NA,NA,"Biography","Drama","Thriller",NA,NA,NA
"4027",2008,2926565,3e+06,"Drama","Romance",NA,NA,NA,NA
"4028",2014,13092000,3300000,"Comedy","Drama",NA,NA,NA,NA
"4029",2002,7563397,3300000,"Drama","Music",NA,NA,NA,NA
"4030",1999,104257,2200000,"Crime","Drama",NA,NA,NA,NA
"4031",2012,NA,3400000,"Comedy","Music",NA,NA,NA,NA
"4032",2006,17311,NA,"Biography","Drama","Music",NA,NA,NA
"4033",2012,610968,3800000,"Crime","Drama","Mystery",NA,NA,NA
"4034",1983,NA,4e+06,"Drama",NA,NA,NA,NA,NA
"4035",2006,8108247,3300000,"Comedy","Family",NA,NA,NA,NA
"4036",1982,NA,4300000,"Drama","Romance",NA,NA,NA,NA
"4037",2014,NA,3300000,"Action","Crime","Drama","Thriller",NA,NA
"4038",1999,7680,2e+06,"Comedy",NA,NA,NA,NA,NA
"4039",2008,3766595,NA,"Drama","Romance",NA,NA,NA,NA
"4040",1968,NA,2300000,"Drama",NA,NA,NA,NA,NA
"4041",1962,NA,3200000,"Drama","Horror",NA,NA,NA,NA
"4042",2009,2277396,NA,"Drama","Western",NA,NA,NA,NA
"4043",2004,6517198,3e+06,"Drama","Romance",NA,NA,NA,NA
"4044",2010,5776314,3200000,"Crime","Drama",NA,NA,NA,NA
"4045",2005,NA,3200000,"Comedy","Drama","Romance",NA,NA,NA
"4046",1978,141600000,3e+06,"Action","Comedy","Horror","Thriller",NA,NA
"4047",1964,51100000,3e+06,"Comedy",NA,NA,NA,NA,NA
"4048",2012,NA,3200000,"Action","Adventure","Thriller",NA,NA,NA
"4049",1946,NA,3180000,"Horror","Sci-Fi","Thriller",NA,NA,NA
"4050",1996,16501785,3500000,"Drama","Family","Fantasy","Romance",NA,NA
"4051",2000,38168022,3e+06,"Drama",NA,NA,NA,NA,NA
"4052",2010,84749884,3e+06,"Comedy","Documentary",NA,NA,NA,NA
"4053",1998,24788807,3e+06,"Horror",NA,NA,NA,NA,NA
"4054",2002,21244913,4e+06,"Comedy",NA,NA,NA,NA,NA
"4055",2014,377420,NA,"Crime","Documentary","Drama",NA,NA,NA
"4056",1985,3e+07,2200000,"Drama",NA,NA,NA,NA,NA
"4057",1985,20966644,3e+06,"Fantasy","Horror",NA,NA,NA,NA
"4058",2013,64423650,3e+06,"Drama","Romance",NA,NA,NA,NA
"4059",2012,48056940,3e+06,"Horror","Sci-Fi","Thriller",NA,NA,NA
"4060",2002,19184015,3e+06,"Horror","Mystery",NA,NA,NA,NA
"4061",1958,NA,3e+06,"Biography","Comedy","Documentary",NA,NA,NA
"4062",1970,NA,3e+06,"Drama","Romance",NA,NA,NA,NA
"4063",1997,24629916,3e+06,"Action","Adventure","Sci-Fi",NA,NA,NA
"4064",2000,NA,1.6e+07,"Comedy","Drama","Family","Sport",NA,NA
"4065",1986,19472057,3e+06,"Action","Adventure","Animation","Family","Fantasy","Sci-Fi"
"4066",1957,27200000,3e+06,"Horror","Thriller",NA,NA,NA,NA
"4067",1990,15369573,3e+06,"Adventure","Drama","War",NA,NA,NA
"4068",1976,NA,4490375,"Adventure","Comedy","Sci-Fi",NA,NA,NA
"4069",1960,NA,3e+06,"Comedy","Thriller",NA,NA,NA,NA
